ID;Puntuacion;Porcentaje;Direccion;Guion;Argumento;Genero;Duracion;Titulo
tt0177220;6.4;64.0;Elisabeth Subrin;['Elisabeth Subrin'];A shot-by-shot reenactment of an unreleased 1967 documentary portrait of SAIC student Shulamith Firestone, who, a few years later, would become a central figure in the rise of radical feminism.;['Biografía', 'Drama'];37.0;Shulie
tt0297400;7.0;70.0;;;El ingenio empresarial, la paranoia y el derramamiento de sangre detrás del tráfico de cocaína, en la historia real del contrabandista Zachary Swan, que a principios de los 70 organizó redes para burlar a policía y funcionarios de aduanas.;['Crimen', 'Drama'];;Snowblind
tt0337926;5.9;59.0;Guilherme Fontes;['João Emanuel Carneiro', 'Guilherme Fontes', 'Matthew Robbins'];La historia de Assis Chateaubriand, el primer magnate de la comunicación de Brasil. Debido a su influencia desde finales de la década de 1930 hasta principios de la de 1960, se le ha llamado El ciudadano brasileño Kane.;['Biografía', 'Drama'];102.0;Chatô: O Rei do Brasil
tt0346045;6.7;67.0;Luis Aller;['Luis Aller', 'María José Garcia', 'María José García'];Passers-by is a constructivist, multiple, fragmented and cosmic film... a cinematographic Big Bang resulting from a thorough conception and edition work by Director Luis Aller. Passers-by exposes us to ephemeralness inside hundreds of human beings' lives in their particular evolutions, and allows us to watch them as though we open a wide window over the city of Barcel... Leer todo;['Comedia', 'Drama'];94.0;Transeúntes
tt0420293;6.8;68.0;Kyle Patrick Alvarez;['Tim Talbott', 'Philip Zimbardo'];En 1971, veinticuatro estudiantes masculinos son seleccionados para asumir papeles de prisioneros y guardias asignados al azar en una prisión de prueba situada en el sótano del edificio de psicología de Stanford.;['Biografía', 'Drama', 'Historia'];122.0;Experimento en la prisión de Stanford
tt0462335;5.5;55.0;Ben Wheatley;['Amy Jump', 'J.G. Ballard'];Las vidas de los vecinos de un edificio se salen de control.;['Drama', 'Ciencia ficción'];119.0;High-Rise
tt0787524;7.2;72.0;Matt Brown;['Robert Kanigel', 'Matt Brown'];La historia y vida del genio matemático indio Srinivasa Ramanujan y su amistad con su mentor, el profesor G.H. Hardy.;['Biografía', 'Drama'];108.0;El hombre que conocía el infinito
tt0790770;6.4;64.0;Don Cheadle;['Steven Baigelman', 'Don Cheadle', 'Stephen J. Rivele'];Una exploración de la vida y obra del músico Miles Davis.;['Biografía', 'Drama', 'Música'];100.0;Miles Ahead
tt0810819;7.1;71.0;Tom Hooper;['Lucinda Coxon', 'David Ebershoff'];Historia de amor ficticia inspirada en las vidas de los artistas daneses Lili Elbe y Gerda Wegener. El matrimonio y el trabajo de Lili y Gerda evolucionan a medida que transcurre la pionera experiencia de Lili como transgénero.;['Biografía', 'Crimen', 'Drama'];119.0;La chica danesa
tt0977643;5.6;56.0;Sukhwant Dhadda;['Sukhwant Dhadda', 'Harinder', 'Vivek Kumar'];El huérfano Simran se casa con Aman, un oficial del ejército. Tras la muerte de Aman, Simran promete cuidar a su familia. Las esposas de los suegros crean divisiones. Simran lucha por reunir a la familia y cumplir su promesa.;['Drama', 'Musical', 'Romance'];;Chooriyan
tt10003786;;;Armando Milano;['Armando Milano'];A young journalist on his first assignment falls in love with his subject, an up and coming nightclub singer.;['Drama'];9.0;Rosie & Me
tt10005560;;;Ryan Chapel;['Anthony Bello', 'Michael Robert', 'Jess Stainbrook'];A mysterious messenger delivers blank invitations to unsuspecting people that have more in common than we think.;['Drama'];;The Invite
tt10009920;;;Daniel Molnár;['Anita Pataki'];A girl realizes, she's in The Sims.;['Drama', 'Ciencia ficción'];11.0;Zöld fény
tt10008620;;;Gerard Dalmau;['Gerard Dalmau'];;['Drama'];;Memòries
tt10007824;;;Razul Alam;['Ramesh Juglan', 'Bharat Kapoor', 'Neha Kapoor'];;['Drama'];;Dangebaaz
tt0315642;7.1;71.0;Bejoy Nambiar;['Vidhu Vinod Chopra', 'Abhijat Joshi', 'Bejoy Nambiar'];A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.;['Acción', 'Crimen', 'Drama'];103.0;Wazir
tt0376479;6.1;61.0;Ewan McGregor;['Philip Roth', 'John Romano'];Un matrimonio estadounidense aparentemente perfecto ve su vida desmoronarse cuando su hija decide formar parte de los disturbios en los 60.;['Crimen', 'Drama', 'Misterio'];108.0;American pastoral (Pastoral americana)
tt0443533;6.3;63.0;Radu Mihaileanu;['Radu Mihaileanu', 'Marcia Romano', 'Nicole Krauss'];The story of a long-lost book that mysteriously reappears and connects an old man searching for his son with a girl seeking a cure for her mother's loneliness.;['Drama', 'Romance', 'Bélico'];134.0;La historia del amor
tt0470936;4.2;42.0;David Safarian;['David Safarian', 'Yana Drouz'];A tale of a man and a woman suffering near-absurd circumstances. Their narratives, recollections, imagination, dreams.;['Drama'];104.0;Tak erkir, tsurt dzmer
tt0475290;6.3;63.0;Ethan Coen;['Joel Coen', 'Ethan Coen'];Un mediador del Hollywood de los años 50 trata de mantener a raya a las estrellas del estudio.;['Comedia', 'Drama', 'Misterio'];106.0;¡Ave, César!
tt0490215;7.2;72.0;Martin Scorsese;['Jay Cocks', 'Martin Scorsese', 'Shûsaku Endô'];En el siglo XVII, dos jesuitas portugueses viajan a Japón en busca de su mentor, del que se rumorea es un apóstata, y para propagar el Catolicismo.;['Drama', 'Historia'];161.0;Silencio
tt0493076;5.4;54.0;Cynthia Mort;['Cynthia Mort'];La historia de Nina Simone, su ascenso a la fama y la relación con su manager Clifton Henderson.;['Biografía', 'Drama', 'Música'];90.0;Nina Simone
tt0838194;7.9;79.0;Scott Slone;['Scott Slone'];Inspired by war films from the 1950's, Retreat! tells the story of nine U.S. Soldiers who were forced to retreat into unknown territories deep in the heart of Korea.;['Comedia', 'Drama', 'Bélico'];;Retreat!
tt0918520;7.1;71.0;Ash Mahmood;['Naeem Mahmood'];An uncompromising portrait of the struggles of a resplendent teenager with an anarchic spirit, fighting to maintain her existence in the bleak urban landscape of London. Angel is a cool but troubled nymphet, disillusioned by the tedium and meaninglessness of her uninviting working class future, her eyes filled with ferocious pique. Neglected by her abusive uncle and a... Leer todo;['Drama', 'Suspense'];;Gangster Kittens
tt0918940;6.2;62.0;David Yates;['Adam Cozad', 'Craig Brewer', 'Edgar Rice Burroughs'];Tarzán, tras acostumbrarse a vivir en Londres, regresa a su hogar en la jungla para investigar las actividades mineras en la zona.;['Acción', 'Aventura', 'Drama'];110.0;La leyenda de Tarzán
tt0932667;5.1;51.0;Phil Donlon;['Phil Donlon', 'Christopher E. Ellis'];Un hombre de negocios afroamericano exitoso se despierta para encontrarse en un silo de grano en ruinas, debe volver a conectar los puntos de su memoria traumatizada para descubrir la verdad de cómo terminó allí.;['Drama'];55.0;The Man in the Silo
tt0995868;7.1;71.0;Jeff Zimbalist;['Jeff Zimbalist', 'Michael Zimbalist'];El meteórico ascenso de Pelé desde los suburbios de Sao Paulo hasta llevar a Brasil a su primera victoria en la Copa del Mundo a la edad de 17 años.;['Biografía', 'Drama', 'Deporte'];107.0;Pelé, el nacimiento de una leyenda
tt10005130;6.8;68.0;Remedios Malvárez;['Arturo Andújar', 'Remedios Malvárez'];Una humilde escuela de música intenta traer esperanza y nuevas oportunidades a sus alumnos, y mantiene unidos a los habitantes de las 3000 viviendas, a través del lenguaje común que es el flamenco.;['Documental', 'Drama'];;Alalá
tt10006056;6.2;62.0;Gianfrancesco Lazotti;['Gianfrancesco Lazotti'];A spacious ballroom, a place outside of time, and the interlacing stories of its customers on a Saturday night.;['Drama'];90.0;La notte è piccola per noi
tt10007790;;;Karan Kashyap;['Pratyusha Banerjee', 'Kamya Punjabi'];;['Drama'];;Hum Kuchh Keh Na Sake
tt10011146;8.0;80.0;Sylvain Jouannet;['Tiphaine Sintes'];On a spring morning, a young girl's body is found at Conleau Beach in Vannes. The police easily identify the victim as Lauren Coulon, a popular high school student who was declared MIA a few days ago. Alongside the police investigation, her family and friends decide to investigate on their own. What nobody knows at the moment is that the Lauren Coulon case will permit... Leer todo;['Crimen', 'Drama'];75.0;Le sang de la haine
tt10011852;7.0;70.0;K. MoorthyKannan;['K. MoorthyKannan'];;['Drama'];125.0;Saalaiyoram
tt10016544;;;Meosha Bean;['Meosha Bean'];;['Drama'];;Miss Pepper 2016
tt10023318;;;Sasha Yevtushenko;['Stephen Wakelam'];It's an audio play boadcast on radio.;['Drama'];45.0;Waiting for the Boatman
tt10023330;;;Boz Temple-Morris;['Steve Waters'];The story behind the unmasking of Mark Kennedy, the undercover police officer who infiltrated environmental campaigning organizations over a period of seven years.;['Drama'];45.0;Deep Swimmer
tt1002563;5.7;57.0;Cyrus Nowrasteh;['Betsy Giffen Nowrasteh', 'Cyrus Nowrasteh', 'Anne Rice'];Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.;['Drama', 'Fantasía'];111.0;El joven mesías
tt10027322;;;Charlotte Slocum;['Charlotte Slocum'];;['Drama'];;Trade Off
tt10029286;;;Rec Revan;['Mehdi Aliyev', 'Namiq Aslanov'];;['Drama', 'Fantasía'];4.0;Unfriended
tt10033854;;;Patrick Willems;['Matt Torpey', 'Patrick Willems'];Chad views his account balance, sadly, for his last time.;['Drama'];2.0;The Account Balance
tt10037178;;;Yotam Knispel;['Yotam Knispel'];While the wheels of her bag are spinning on the ancient pavement of the small Sicilian town she once lived in, Violetta is in search for a specific man. When she'll find him, things won't go as she expected. But that wouldn't stop her from getting what she wants at any cost.;['Drama'];7.0;Bambina
tt10037892;;;Joshua Gill;['Joshua Gill'];;['Drama'];;No Phones In Class
tt10049176;;;Jun Liu;['Jun Liu'];Tuola, the child of nomad adopted an unattended colt. The colt grew up under the care of Tuola. Two years later, the colt became a tall black horse and became the winner of the race meeting. The black horse became a close friend to Tuola. An accident happened, Tuola lost the black horse. He and his peers searched the whole valley during the holidays. Disasters pile up... Leer todo;['Drama', 'Familiar'];81.0;Wuzhumuqin de hai zi
tt0087963;6.6;66.0;Dean Shek;['Helen Chan', 'Olivia Cheng', 'Samuel Hui'];To get their parents back together, two clever siblings team up with their grandpa in a series of mischievous antics.;['Comedia', 'Drama'];97.0;Quan jia fu
tt0100275;6.5;65.0;Raúl Ruiz;['Pía Rey', 'Raúl Ruiz'];The film revolves around the concept of soap opera. Its structure is based on the assumption that Chilean reality does not exist, but rather is an ensemble of soap operas.;['Comedia', 'Drama', 'Fantasía'];80.0;La Telenovela Errante
